year,title,length,score,sales,genre
2009,Halloween II,12,51,39,Horror
2009,Gamer,5,56,40,Action
2009,Extract,7,57,10,Comedy
2009,Carriers,8,58,5,Action
2009,All About Steve,15,47,40,Comedy
2009,Up in the Air,13,67,163,Drama
2009,Capitalism: A Love Story,24,70,17,Documentary
2009,Solitary Man,12,58,5,Comedy
2009,Pandorum,8,65,20,Action
2009,Whiteout,8,53,12,Action
2009,Soul Kitchen,12,71,17,Drama
2009,Sorority Row,12,54,27,Horror
2009,The Bad Lieutenant: Port of Call - New Orleans,46,60,10,Drama
2009,Whip It,7,67,16,Drama
2009,The Joneses,11,61,7,Comedy
2009,The Invention of Lying,22,60,31,Comedy
2009,Ondine,6,65,1,Drama
2009,[REC]²,7,64,18,Thriller
2009,The Box,7,54,33,Thriller
Family,Family,Family,Family,Family,Family
2009,The Informant!,14,60,35,Drama
2009,Love Happens,12,56,36,Drama
2009,Jennifer's Body,15,53,31,Comedy
2009,Couples Retreat,15,53,171,Comedy
2009,Surrogates,10,59,122,Action
2009,I Hope They Serve Beer in Hell,30,57,1,Comedy
2009,Ninja Assassin,14,62,60,Action
2009,The Imaginarium of Doctor Parnassus,35,63,64,Adventure
2009,Mao's Last Dancer,17,68,20,Drama
2009,A Serious Man,13,66,31,Comedy
2009,Zombieland,10,72,102,Comedy
2009,2012,4,56,769,Action
2009,Law Abiding Citizen,19,72,126,Drama
Family,Family,Family,Family,Family,Family
2009,Where the Wild Things Are,25,64,100,Family
2009,The Men Who Stare at Goats,26,59,68,Comedy
2009,Oceans,6,73,19,Documentary
2009,Saw VI,6,60,68,Horror
2009,Fantastic Mr. Fox,17,75,46,Adventure
2009,Cirque du Freak: The Vampire's Assistant,40,55,28,Adventure
2009,Micmacs,7,68,14,Action
2009,An Education,12,68,26,Drama
Family,Family,Family,Family,Family,Family
2009,Bright Star,11,68,4,Drama
Drama,Drama,Drama,Drama,Drama,Drama
2009,Precious,8,69,47,Drama
2009,Harry Brown,11,67,10,Thriller
2009,The Messenger,13,71,1,Drama
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
2009,The Blind Side,14,72,309,Drama
2009,The Boondock Saints II: All Saints Day,38,59,10,Action
2009,Old Dogs,8,52,92,Comedy
2009,The Road,8,68,27,Adventure
2009,Me and Orson Welles,19,66,2,Comedy
2009,Nine,4,51,53,Drama
2009,Armored,7,55,22,Action
2009,The Princess and the Frog,25,67,267,Romance
2009,Invictus,8,70,122,Drama
2009,Avatar,6,72,2787,Action
2009,Crazy Heart,11,68,39,Drama
2009,Did You Hear About the Morgans?,31,51,85,Comedy
2009,Bodyguards and Assassins,24,65,5,Drama
2009,Alvin and the Chipmunks: The Squeakquel,39,54,443,Comedy
2009,Sherlock Holmes,15,70,524,Action
2009,It's Complicated,16,62,219,Comedy
2009,The Lovely Bones,16,66,93,Fantasy
2010,Leap Year,9,64,29,Romance
2010,Morning Glory,13,61,58,Comedy
2010,Devil,5,58,33,Horror
2010,The Book of Eli,15,66,157,Action
2010,The Spy Next Door,17,55,45,Action
2010,Legion,6,52,67,Horror
2010,Extraordinary Measures,22,60,15,Drama
2010,Tucker and Dale vs Evil,23,73,5,Comedy
2010,Edge of Darkness,16,62,74,Crime
2010,Percy Jackson & the Olympians: The Lightning Thief,50,60,226,Adventure
2010,Dear John,9,66,114,Drama
2010,From Paris with Love,20,61,52,Action
2010,Valentine's Day,15,57,216,Comedy
2010,The Ghost Writer,16,67,60,Thriller
2010,My Name Is Khan,15,77,42,Drama
2010,Loose Cannons,13,70,8,Comedy
2010,Centurion,9,59,6,Adventure
2010,Shutter Island,14,78,294,Drama
Drama,Drama,Drama,Drama,Drama,Drama
2010,Cop Out,7,53,55,Action
2010,Alice in Wonderland,19,64,1025,Family
2010,How to Train Your Dragon,24,75,494,Fantasy
2010,She's Out of My League,22,59,49,Comedy
Action,Action,Action,Action,Action,Action
2010,Our Family Wedding,18,57,21,Comedy
2010,The Bounty Hunter,17,55,136,Action
2010,Space Dogs,10,63,6,Family
2010,Repo Men,8,62,18,Action
2010,The Runaways,12,63,2,Drama
2010,Diary of a Wimpy Kid,20,59,75,Comedy
2010,Kick-Ass,8,71,96,Action
2010,Nanny McPhee and the Big Bang,29,60,93,Comedy
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
2010,The Perfect Game,16,63,3,Drama
2010,Clash of the Titans,19,56,232,Adventure
2010,Why Did I Get Married Too?,26,61,60,Comedy
2010,Furry Vengeance,15,46,39,Comedy
2010,Date Night,10,59,152,Comedy
2010,After.Life,10,54,3,Drama
2010,The Debt,8,63,45,Drama
2010,The Losers,10,62,23,Action
2010,The Back-Up Plan,16,57,77,Comedy
2010,Iron Man 2,10,66,623,Adventure
2010,Charlie St. Cloud,17,68,48,Drama
2010,Four Lions,10,70,4,Comedy
2010,The Switch,10,59,49,Comedy
2010,Robin Hood,10,62,310,Action
2010,Sea Rex 3D: Journey to a Prehistoric World,42,59,4,Documentary
2010,Just Wright,11,61,21,Comedy
2010,Shrek Forever After,19,60,752,Comedy
2010,Of Gods and Men,15,65,41,Drama
2010,Prince of Persia: The Sands of Time,35,62,335,Adventure
2010,Fair Game,9,65,24,Drama
2010,MacGruber,9,51,6,Action
2010,Sex and the City 2,18,54,288,Comedy
2010,Marmaduke,9,50,83,Family
2010,Killers,7,57,98,Action
2010,Get Him to the Greek,20,59,90,Comedy
2010,Winter's Bone,13,68,13,Drama
2010,Knight and Day,14,59,261,Action
Family,Family,Family,Family,Family,Family
2010,Wild Target,11,64,3,Action
2010,Monsters,8,62,4,Drama
2010,Jonah Hex,9,44,10,Action
2010,The Twilight Saga: Eclipse,26,58,698,Adventure
2010,Grown Ups,9,60,271,Comedy
2010,The Last Airbender,18,47,318,Action
2010,Predators,9,60,126,Action
2010,It's Kind of a Funny Story,26,69,6,Comedy
Family,Family,Family,Family,Family,Family
2010,The Kids Are All Right,22,65,34,Comedy
Family,Family,Family,Family,Family,Family
2010,The Sorcerer's Apprentice,25,58,215,Fantasy
2010,Inception,9,81,825,Action
2010,Salt,4,62,293,Action
2010,Scott Pilgrim vs. the World,27,72,47,Action
2010,Dinner for Schmucks,19,55,86,Comedy
2010,Cats & Dogs 2 : The Revenge of Kitty Galore,43,49,112,Comedy
2010,The Expendables,15,60,274,Thriller
2010,Step Up 3D,10,66,159,Drama
2010,The Other Guys,14,61,170,Action
2010,Flipped,7,74,1,Romance
2010,Eat Pray Love,13,58,204,Drama
2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,56,62,415,Adventure
2010,Vampires Suck,13,42,80,Horror
2010,Secretariat,11,68,60,Drama
2010,Piranha 3D,10,53,83,Comedy
2010,Takers,6,60,69,Action
2010,The Last Exorcism,17,56,67,Horror
2010,The American,12,58,65,Crime
2010,Machete,7,63,31,Action
2010,Going the Distance,18,60,42,Comedy
2010,Wall Street: Money Never Sleeps,31,58,134,Drama
2010,Incendies,9,79,7,Drama
2010,The King's Speech,17,76,414,Drama
2010,Resident Evil: Afterlife,24,58,300,Action
2010,The Conspirator,15,62,15,Crime
2010,Easy A,6,67,74,Comedy
2010,Beginners,9,68,5,Drama
2010,Insidious,9,68,97,Horror
2010,The Town,8,70,154,Crime
2010,Never Let Me Go,15,68,9,Drama
2010,Sarah's Key,11,72,17,Drama
2010,Casino Jack,11,60,1,Crime
2010,Alpha and Omega,15,53,39,Family
2010,You Again,9,60,32,Comedy
2010,Buried,6,66,19,Drama
2010,The Social Network,18,71,224,Drama
2010,Let Me In,9,67,24,Drama
2010,Stone,5,52,9,Drama
2010,My Soul to Take,15,52,19,Drama
2010,Inside Job,10,77,7,Documentary
2010,RED,3,66,71,Action
2010,N-Secure,8,43,2,Drama
2010,Jackass 3D,10,64,117,Comedy
2010,Hereafter,9,58,105,Drama
2010,Everything Must Go,18,60,2,Comedy
2010,Paranormal Activity 2,21,57,177,Horror
2010,Little White Lies,17,71,48,Comedy
2010,Biutiful,8,70,25,Drama
2010,Saw: The Final Chapter,22,58,136,Horror
2010,Barney's Version,16,72,8,Comedy
Family,Family,Family,Family,Family,Family
2010,Troll Hunter,12,67,4,Fantasy
2010,Unstoppable,11,63,167,Action
2010,Due Date,8,62,211,Comedy
2010,For Colored Girls,17,70,37,Drama
2010,Another Year,12,70,18,Comedy
2010,127 Hours,9,70,35,Adventure
2010,Don't Be Afraid of the Dark,27,54,36,Fantasy
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
2010,The Next Three Days,19,69,51,Romance
2010,Love & Other Drugs,18,66,102,Drama
2010,Faster,6,61,23,Crime
2010,Burlesque,9,69,89,Drama
2010,The Nutcracker: The Untold Story,32,54,16,Fantasy
Family,Family,Family,Family,Family,Family
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
2010,The Warrior's Way,17,63,11,Adventure
2010,Black Swan,10,73,327,Drama
2010,The Tourist,11,60,278,Action
2010,TRON: Legacy,12,63,400,Adventure
2010,Yogi Bear,9,52,201,Comedy
2010,Rabbit Hole,11,69,5,Drama
2010,The Fighter,11,72,93,Drama
2010,How Do You Know,15,49,48,Comedy
2010,Little Fockers,14,54,310,Comedy
2010,True Grit,9,72,252,Drama
2010,Country Strong,14,59,20,Drama
2010,Three,5,63,2,Romance
2010,Gulliver's Travels,18,49,237,Comedy
2010,Blue Valentine,14,69,16,Drama
2010,The Last Godfather,18,47,16,Action
Family,Family,Family,Family,Family,Family
2011,The Green Hornet,16,55,227,Action
2011,The Mechanic,12,63,51,Action
2011,The Dilemma,11,52,67,Comedy
2011,Silent House,12,52,13,Horror
2011,No Strings Attached,19,61,147,Comedy
2011,Beastly,7,60,43,Drama
2011,The Rite,8,58,96,Drama
2011,Sanctum,7,58,108,Action
2011,The Roommate,12,53,40,Thriller
2011,Just Go with It,15,63,214,Romance
2011,The Devil's Double,18,65,5,Drama
2011,Justin Bieber: Never Say Never,30,48,98,Documentary
2011,Cedar Rapids,12,59,6,Comedy
2011,Paul,4,65,97,Adventure
2011,Coriolanus,10,59,1,Drama
2011,Unknown,7,65,130,Action
2011,"Big Mommas: Like Father, Like Son",33,53,83,Crime
2011,I Am Number Four,16,59,144,Action
2011,Drive Angry,11,53,28,Fantasy
2011,The Grace Card,14,65,2,Drama
2011,Hall Pass,9,54,83,Comedy
Family,Family,Family,Family,Family,Family
2011,One Day,7,70,59,Drama
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
2011,Take Me Home Tonight,20,62,6,Comedy
2011,Battle: Los Angeles,19,55,202,Action
2011,Mars Needs Moms,15,55,38,Adventure
2011,Red Riding Hood,15,56,89,Fantasy
2011,Water for Elephants,19,67,114,Drama
2011,Dylan Dog: Dead of Night,24,45,4,Action
2011,The Lincoln Lawyer,18,70,85,Crime
2011,Sucker Punch,12,59,89,Action
2011,Diary of a Wimpy Kid: Rodrick Rules,35,63,72,Family
2011,Source Code,11,71,147,Thriller
Family,Family,Family,Family,Family,Family
Family,Family,Family,Family,Family,Family
2011,Hanna,5,65,63,Action
2011,Your Highness,13,52,26,Comedy
2011,Soul Surfer,11,69,47,Action
2011,A Lonely Place to Die,21,62,25,Adventure
2011,Scream 4,8,61,97,Horror
Family,Family,Family,Family,Family,Family
2011,Fast Five,9,71,626,Action
2011,Thor,4,66,449,Adventure
2011,Bridesmaids,11,65,288,Comedy
2011,Prom,4,57,10,Comedy
2011,Hoodwinked Too! Hood VS. Evil,29,48,13,Comedy
2011,Something Borrowed,18,59,59,Comedy
2011,Priest,6,54,78,Action
2011,Jumping the Broom,17,60,37,Comedy
2011,Midnight in Paris,17,74,151,Fantasy
2011,Attack the Block,16,63,3,Action
2011,Pirates of the Caribbean: On Stranger Tides,43,64,1045,Adventure
2011,The Artist,10,73,133,Drama
2011,Bad Teacher,11,54,216,Comedy
2011,The Tree of Life,16,65,54,Drama
2011,X-Men: First Class,18,71,353,Action
2011,The Hangover Part II,20,62,254,Comedy
Family,Family,Family,Family,Family,Family
2011,Melancholia,11,70,21,Drama
2011,Super 8,7,66,260,Thriller
Family,Family,Family,Family,Family,Family
2011,Green Lantern,13,51,219,Adventure
2011,The Art of Getting By,21,65,1,Drama
2011,Mr. Popper's Penguins,21,57,187,Comedy
2011,A Better Life,13,70,1,Drama
2011,Transformers: Dark of the Moon,30,61,1123,Action
2011,Larry Crowne,12,57,36,Comedy
2011,Monte Carlo,11,60,17,Adventure
2011,Zookeeper,9,53,169,Comedy
2011,The Guard,9,68,19,Action
2011,Horrible Bosses,15,65,117,Comedy
2011,Snow Flower and the Secret Fan,30,53,1,Drama
2011,Apollo 18,9,50,25,Horror
2011,Friends with Benefits,21,65,150,Romance
2011,Captain America: The First Avenger,34,66,370,Action
2011,Another Earth,13,68,1,Drama
2011,Colombiana,10,65,60,Action
Family,Family,Family,Family,Family,Family
2011,"Crazy, Stupid, Love.",20,70,142,Comedy
2011,Rise of the Planet of the Apes,30,70,482,Thriller
2011,Headhunters,11,71,15,Thriller
2011,The Change-Up,13,59,75,Comedy
2011,Drive,5,74,78,Drama
2011,The Help,8,78,124,Drama
2011,Glee: The Concert Movie,23,68,18,Documentary
2011,30 Minutes or Less,18,56,40,Action
2011,Final Destination 5,19,59,157,Horror
2011,Spy Kids: All the Time in the World,35,44,85,Family
2011,Fright Night,12,60,24,Horror
2011,Red State,9,59,1,Horror
2011,Our Idiot Brother,17,59,17,Comedy
2011,The Three Musketeers,20,56,132,Adventure
2011,Shark Night,11,49,10,Horror
2011,The Raid,8,73,4,Action
2011,Contagion,9,62,137,Drama
2011,Warrior,7,77,23,Action
2011,The Descendants,15,67,177,Comedy
2011,Killer Joe,10,65,3,Crime
2011,Your Sister's Sister,20,65,3,Drama
2011,"Jeff, Who Lives at Home",23,61,4,Drama
2011,Johnny English Reborn,21,60,160,Crime
2011,Straw Dogs,10,55,10,Drama
2011,I Don't Know How She Does It,28,50,30,Romance
2011,Carnage,7,70,27,Comedy
2011,Moneyball,9,70,110,Drama
2011,Abduction,9,56,82,Thriller
2011,Machine Gun Preacher,20,64,2,Action
2011,Killer Elite,12,61,57,Action
2011,Dolphin Tale,12,67,95,Drama
2011,The Ides of March,17,65,75,Drama
2011,We Need to Talk About Kevin,27,74,6,Drama
2011,Real Steel,10,66,299,Action
2011,Margin Call,11,67,19,Thriller
2011,What's Your Number?,19,62,30,Comedy
2011,Dream House,11,58,38,Drama
2011,Courageous,10,68,34,Drama
2011,A Dangerous Method,18,62,27,Drama
2011,50/50,5,70,39,Comedy
2011,Shame,5,70,17,Drama
2011,Polisse,7,79,20,Drama
2011,The Big Year,12,56,7,Comedy
2011,My Week with Marilyn,20,66,35,Drama
2011,Paranormal Activity 3,21,59,205,Horror
2011,Martha Marcy May Marlene,24,67,3,Drama
2011,Anonymous,9,63,15,Drama
2011,The Adventures of Tintin,24,67,371,Adventure
2011,In Time,7,67,173,Action
2011,Puss in Boots,13,64,554,Action
2011,Like Crazy,10,64,3,Drama
2011,October Baby,12,68,5,Drama
2011,Tower Heist,11,58,152,Action
2011,A Very Harold & Kumar Christmas,31,60,35,Comedy
2011,Haywire,7,56,33,Action
2011,J. Edgar,8,60,84,Drama
2011,Immortals,9,57,226,Fantasy
2011,Jack and Jill,13,41,149,Comedy
Family,Family,Family,Family,Family,Family
2011,The Muppets,11,65,165,Comedy
2011,Sherlock Holmes: A Game of Shadows,34,70,334,Adventure
2011,Hugo,4,70,185,Adventure
2011,Take Shelter,12,71,3,Thriller
2011,The Best Exotic Marigold Hotel,30,69,136,Drama
2011,Mission: Impossible - Ghost Protocol,36,68,694,Action
2011,New Year's Eve,14,57,142,Comedy
2011,The Sitter,10,54,34,Comedy
2011,Ghost Rider: Spirit of Vengeance,32,47,149,Action
2011,The Girl with the Dragon Tattoo,31,72,232,Thriller
2011,Alvin and the Chipmunks: Chipwrecked,36,54,342,Comedy
2011,The Flowers of War,18,71,95,Drama
2011,Young Adult,11,56,22,Comedy
2011,Albert Nobbs,12,62,5,Drama
2011,We Bought a Zoo,15,65,120,Drama
2011,The Darkest Hour,16,48,64,Horror
2011,Extremely Loud & Incredibly Close,33,69,55,Drama
2011,War Horse,9,70,177,Drama
2011,The Iron Lady,13,62,114,History
2012,The Devil Inside,16,46,101,Thriller
2012,Contraband,10,61,63,Thriller
2012,Man on a Ledge,14,62,46,Action
2012,Underworld: Awakening,21,61,160,Fantasy
2012,Red Tails,9,59,50,Drama
2012,Journey 2: The Mysterious Island,32,58,355,Adventure
2012,The Grey,8,64,77,Action
2012,One for the Money,17,53,36,Action
2012,The Woman in Black,18,61,127,Drama
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
2012,Big Miracle,11,66,24,Adventure
2012,The Vow,7,70,196,Drama
2012,Safe House,10,63,208,Action
2012,This Means War,14,59,156,Action
2012,Wanderlust,10,53,24,Comedy
2012,Act of Valor,12,63,81,Action
2012,Project X,9,65,100,Comedy
2012,Red Lights,10,60,13,Thriller
2012,John Carter,11,61,284,Action
2012,A Thousand Words,16,60,22,Drama
2012,The Raven,9,61,29,Crime
Family,Family,Family,Family,Family,Family
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
2012,21 Jump Street,14,67,201,Action
2012,Mirror Mirror,13,55,183,Adventure
2012,Wrath of the Titans,19,55,301,Adventure
2012,Sinister,8,67,77,Horror
2012,The Cold Light of Day,21,48,16,Action
2012,American Reunion,16,61,234,Comedy
2012,Battleship,10,55,303,Thriller
2012,The Cabin in the Woods,22,65,66,Horror
2012,Lockout,7,58,32,Action
2012,The Three Stooges,17,49,54,Comedy
2012,Think Like a Man,16,69,96,Comedy
2012,Safe,4,63,40,Action
2012,The Lucky One,13,68,99,Drama
2012,To Rome with Love,17,56,73,Romance
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
2012,The Five-Year Engagement,24,57,53,Comedy
2012,Bernie,6,65,9,Comedy
2012,The Sessions,12,66,9,Drama
2012,Dark Shadows,12,57,245,Comedy
2012,The Dictator,12,59,179,Comedy
2012,Moonrise Kingdom,16,76,68,Comedy
2012,What to Expect When You're Expecting,36,58,79,Romance
2012,Stolen,6,51,2,Action
2012,On the Road,11,55,8,Adventure
2012,Men in Black 3,14,62,624,Action
2012,Chernobyl Diaries,17,49,18,Horror
2012,Snow White and the Huntsman,27,58,396,Adventure
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
2012,For Greater Glory - The True Story of Cristiada,47,64,9,History
Family,Family,Family,Family,Family,Family
2012,Safety Not Guaranteed,21,68,4,Comedy
2012,Rock of Ages,12,60,59,Comedy
2012,That's My Boy,13,55,58,Comedy
2012,Abraham Lincoln: Vampire Hunter,31,55,112,Action
Family,Family,Family,Family,Family,Family
2012,Seeking a Friend for the End of the World,41,63,9,Comedy
Family,Family,Family,Family,Family,Family
2012,The Amazing Spider-Man,22,65,752,Action
2012,Magic Mike,10,61,167,Drama
2012,Katy Perry: Part of Me,22,65,32,Documentary
2012,Ted,3,63,549,Comedy
2012,Beasts of the Southern Wild,27,68,21,Drama
2012,Amour,5,75,19,Drama
2012,Savages,7,62,82,Crime
2012,2016: Obama's America,21,46,33,Documentary
2012,The Dark Knight Rises,21,76,1084,Action
2012,The Watch,9,53,68,Comedy
Drama,Drama,Drama,Drama,Drama,Drama
2012,Diary of a Wimpy Kid: Dog Days,30,60,77,Comedy
2012,ParaNorman,10,67,107,Family
2012,Celeste & Jesse Forever,23,64,3,Comedy
2012,Bachelorette,12,53,11,Comedy
2012,Hope Springs,12,58,114,Drama
2012,The Expendables 2,17,61,312,Action
2012,The Bourne Legacy,17,60,276,Action
2012,The Campaign,12,56,104,Comedy
2012,The Odd Life of Timothy Green,29,65,51,Fantasy
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
2012,Sparkle,7,58,24,Drama
2012,Hit & Run,9,55,14,Action
2012,The Apparition,14,45,9,Horror
2012,Premium Rush,12,62,31,Crime
2012,The Hunt,8,79,16,Drama
2012,The Possession,14,58,85,Horror
2012,"For a Good Time, Call...",24,58,1,Comedy
2012,The Iceman,10,64,1,Thriller
2012,Anna Karenina,13,65,68,Drama
2012,The Words,9,64,13,Drama
2012,The Master,10,70,28,Drama
2012,Seven Psychopaths,17,67,19,Comedy
2012,Dredd,5,66,41,Action
2012,Silver Linings Playbook,23,69,205,Drama
2012,Quartet,7,63,59,Drama
2012,The Impossible,14,70,180,Thriller
2012,The Lords of Salem,18,51,1,Horror
2012,The Sweeney,11,57,6,Action
2012,Resident Evil: Retribution,26,56,240,Action
2012,Arbitrage,9,61,35,Drama
2012,The Perks of Being a Wallflower,31,77,33,Drama
2012,Killing Them Softly,19,58,37,Crime
Family,Family,Family,Family,Family,Family
2012,End of Watch,12,72,48,Crime
2012,The Collection,14,59,6,Horror
2012,House at the End of the Street,30,56,44,Horror
2012,Promised Land,13,60,8,Drama
2012,Looper,6,66,47,Action
2012,Taken 2,7,61,376,Action
2012,Won't Back Down,15,58,5,Drama
2012,Pitch Perfect,13,73,115,Comedy
Family,Family,Family,Family,Family,Family
2012,Silent Hill: Revelation 3D,26,50,52,Thriller
Family,Family,Family,Family,Family,Family
2012,Here Comes the Boom,19,60,73,Comedy
2012,Argo,4,71,232,Drama
2012,Paranormal Activity 4,21,52,142,Horror
2012,Alex Cross,10,51,30,Action
2012,Skyfall,7,69,1108,Action
2012,Fun Size,8,55,11,Comedy
2012,Cloud Atlas,11,66,130,Drama
2012,Wreck-It Ralph,14,71,471,Family
2012,The Man with the Iron Fists,27,52,15,Action
2012,Flight,6,65,161,Drama
2012,Lincoln,7,67,275,History
2012,Cirque du Soleil: Worlds Away,29,61,34,Fantasy
2012,The Twilight Saga: Breaking Dawn - Part 2,41,61,829,Adventure
2012,Life of Pi,10,72,609,Adventure
2012,Rise of the Guardians,21,71,306,Fantasy
2012,The Hobbit: An Unexpected Journey,33,70,1021,Adventure
Family,Family,Family,Family,Family,Family
2012,Les Misérables,15,71,441,Drama
2012,Zero Dark Thirty,16,67,132,Thriller
2012,The Guilt Trip,14,54,41,Comedy
2012,This Is 40,10,56,88,Comedy
2012,Jack Reacher,12,63,218,Crime
2012,Parental Guidance,17,57,119,Comedy
2012,Django Unchained,16,78,425,Drama
2013,The Best Offer,14,77,19,Drama
2013,Movie 43,8,44,32,Comedy
2013,Texas Chainsaw 3D,17,53,47,Horror
2013,The Grandmaster,15,63,64,Action
2013,Gangster Squad,14,62,105,Crime
2013,A Haunted House,15,54,60,Comedy
2013,Mama,4,60,146,Horror
2013,Hansel & Gretel: Witch Hunters,30,57,224,Fantasy
2013,Broken City,11,57,19,Thriller
2013,Parker,6,57,46,Action
2013,Spring Breakers,15,50,31,Drama
2013,Warm Bodies,11,64,116,Horror
2013,Bullet to the Head,18,52,9,Action
2013,A Good Day to Die Hard,22,52,304,Action
2013,Side Effects,12,64,63,Thriller
2013,Safe Haven,10,69,97,Romance
2013,Identity Thief,14,56,173,Comedy
2013,Beautiful Creatures,19,56,60,Fantasy
Family,Family,Family,Family,Family,Family
2013,Snitch,6,58,42,Thriller
2013,Jack the Giant Slayer,21,55,197,Action
2013,Hard to Be a God,16,67,1,Drama
2013,The Last Exorcism Part II,25,44,15,Horror
2013,Stoker,6,65,12,Drama
2013,21 & Over,9,57,48,Comedy
2013,Oz: The Great and Powerful,26,57,491,Fantasy
2013,Dead Man Down,13,59,18,Thriller
2013,The Incredible Burt Wonderstone,31,53,27,Comedy
2013,The Call,8,66,68,Crime
2013,The Place Beyond the Pines,26,68,35,Drama
2013,The Croods,10,68,585,Adventure
2013,Olympus Has Fallen,18,62,161,Action
2013,Admission,9,54,18,Comedy
2013,The Host,8,60,63,Action
2013,G.I. Joe: Retaliation,21,54,371,Adventure
2013,Trance,6,65,24,Thriller
2013,Evil Dead,9,64,97,Horror
2013,Before Midnight,15,74,11,Romance
2013,Oblivion,8,64,286,Action
2013,Scary Movie 5,13,46,78,Comedy
2013,42,2,68,95,Drama
2013,Pain & Gain,11,61,86,Thriller
2013,Iron Man 3,10,68,1215,Action
2013,Home Run,8,63,2,Drama
2013,The Big Wedding,15,57,21,Comedy
2013,Mud,3,70,21,Drama
2013,Star Trek Into Darkness,23,74,467,Action
2013,The Great Gatsby,16,73,351,Drama
Family,Family,Family,Family,Family,Family
2013,Frances Ha,10,72,4,Comedy
2013,The Great Beauty,16,73,8,Comedy
2013,Now You See Me,14,73,117,Thriller
2013,Only God Forgives,17,56,10,Drama
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
2013,Yeh Jawaani Hai Deewani,23,72,46,Romance
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
2013,The East,8,65,2,Drama
2013,The Way Way Back,16,71,23,Comedy
2013,The Internship,14,61,44,Comedy
2013,This Is the End,15,63,126,Action
2013,Man of Steel,12,65,662,Action
Family,Family,Family,Family,Family,Family
2013,World War Z,11,67,531,Action
Family,Family,Family,Family,Family,Family
Family,Family,Family,Family,Family,Family
2013,White House Down,16,64,205,Action
2013,The Heat,8,65,158,Action
2013,The Lone Ranger,15,59,89,Action
2013,The Immigrant,13,62,5,Drama
2013,Kevin Hart: Let Me Explain,26,71,32,Comedy
Family,Family,Family,Family,Family,Family
2013,Pacific Rim,11,67,407,Action
2013,Grown Ups 2,11,58,246,Comedy
2013,Kick-Ass 2,10,63,60,Action
Family,Family,Family,Family,Family,Family
2013,The World's End,15,67,46,Comedy
2013,The Frozen Ground,17,61,5,Thriller
2013,The Conjuring,13,74,318,Horror
2013,R.I.P.D.,8,54,61,Fantasy
Family,Family,Family,Family,Family,Family
2013,Instructions Not Included,25,75,99,Comedy
2013,The Wolverine,13,63,415,Action
2013,The To Do List,14,55,3,Comedy
2013,Fruitvale Station,17,73,17,Drama
2013,Blue Jasmine,12,70,99,Comedy
2013,The Geographer Drank His Globe Away,35,73,4,Drama
2013,The Smurfs 2,12,55,347,Fantasy
2013,Snowpiercer,11,67,86,Action
2013,The Spectacular Now,19,68,6,Comedy
2013,2 Guns,6,66,131,Action
2013,We're the Millers,17,68,269,Comedy
2013,Percy Jackson: Sea of Monsters,30,59,174,Adventure
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
2013,The Butler,10,72,115,Drama
2013,About Time,10,78,87,Comedy
2013,The Mortal Instruments: City of Bones,37,62,90,Action
2013,Blood Ties,10,60,2,Thriller
2013,Getaway,7,49,10,Action
2013,Rush,4,77,90,Drama
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
2013,Bad Words,9,64,7,Comedy
Family,Family,Family,Family,Family,Family
2013,Dallas Buyers Club,18,79,55,Drama
2013,Begin Again,11,73,63,Comedy
2013,Oculus,6,63,44,Horror
2013,Machete Kills,13,53,15,Action
2013,Prisoners,9,79,122,Drama
2013,Enough Said,11,66,25,Comedy
2013,The Lunchbox,12,73,4,Drama
2013,Nebraska,8,74,17,Drama
Drama,Drama,Drama,Drama,Drama,Drama
2013,Runner Runner,13,55,62,Crime
Drama,Drama,Drama,Drama,Drama,Drama
Family,Family,Family,Family,Family,Family
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
2013,Baggage Claim,13,56,22,Comedy
2013,Nurse 3-D,9,49,10,Horror
2013,Inside Llewyn Davis,19,72,32,Drama
2013,Escape Plan,11,67,122,Action
2013,Delivery Man,12,62,51,Comedy
2013,Captain Phillips,16,76,95,Action
